Category,Message
Aditya's,S.i'm watching it in live..
Aditya's,"see you then, we're all christmassy here!"
Aditya's,"K I'm ready,  &lt;#&gt; ?"
Aditya's,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
Aditya's,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
Aditya's,what are your new years plans?
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
Aditya's,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
Aditya's,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
Aditya's,Dear :-/ why you mood off. I cant drive so i brother to drive
Aditya's,When did dad get back.
Aditya's,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
Aditya's,Yes just finished watching days of our lives. I love it.
Aditya's,Juz go google n search 4 qet...
Aditya's,Many times we lose our best ones bcoz we are
Aditya's,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
Aditya's,Just getting back home
Aditya's,"Sorry, I'll call later  &lt;#&gt; mins"
Aditya's,Dun need to use dial up juz open da browser n surf...
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
Aditya's,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
Aditya's,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
Aditya's,You also didnt get na hi hi hi hi hi
Aditya's,Ya but it cant display internal subs so i gotta extract them
Aditya's,If i said anything wrong sorry de:-)
Aditya's,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
Aditya's,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
Aditya's,"Yeah I should be able to, I'll text you when I'm ready to meet up"
Aditya's,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
Aditya's,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
Aditya's,"When you get free, call me"
Aditya's,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
Aditya's,Ok i msg u b4 i leave my house.
Aditya's,Still at west coast... Haiz... Ü'll take forever to come back...
Aditya's,MMM ... Fuck .... Merry Christmas to me
Aditya's,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
Aditya's,Update your face book status frequently :)
Aditya's,Just now saw your message.it k da:)
Aditya's,Was it something u ate?
Aditya's,So what did the bank say about the money?
Aditya's,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
Aditya's,Hey they r not watching movie tonight so i'll prob b home early...
Aditya's,Yar lor... How u noe? U used dat route too?
Aditya's,2mro i am not coming to gym machan. Goodnight.
Aditya's,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
Aditya's,Can u look 4 me in da lib i got stuff havent finish yet.
Aditya's,Sounds great! Im going to sleep now. Have a good night!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
Aditya's,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
Aditya's,How come u got nothing to do?
Aditya's,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
Aditya's,i want to grasp your pretty booty :)
Aditya's,I've got it down to a tea. not sure which flavour
Aditya's,I'm going 2 orchard now laready me reaching soon. U reaching?
Aditya's,Dear i am not denying your words please
Aditya's,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
Aditya's,COME BACK TO TAMPA FFFFUUUUUUU
Aditya's,"2 celebrate my bday, y else?"
Aditya's,Merry christmas to u too annie!
Aditya's,Please tell me you have some of that special stock you were talking about
Aditya's,I sent them. Do you like?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
Aditya's,"Awesome, be there in a minute"
Aditya's,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
Aditya's,I've told you everything will stop. Just dont let her get dehydrated.
Aditya's,Or I guess  &lt;#&gt;  min
Aditya's,I'm home. Ard wat time will u reach?
Aditya's,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
Aditya's,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
Aditya's,Aight should I just plan to come up later tonight?
Aditya's,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
Aditya's,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
Aditya's,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
Aditya's,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
Aditya's,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
Aditya's,Ranjith cal drpd Deeraj and deepak 5min hold
Aditya's,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
Aditya's,Hey u still at the gym?
Aditya's,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
Aditya's,Much better now thanks lol
Aditya's,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
Aditya's,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
Aditya's,Wa... U so efficient... Gee... Thanx...
spam,3. You have received your mobile content. Enjoy
Aditya's,S but not able to sleep.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
Aditya's,We will meet soon princess! Ttyl!
Aditya's,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
Aditya's,Oh :-)only 4 outside players allowed to play know
Aditya's,I anything lor.
Aditya's,Erutupalam thandiyachu
Aditya's,"Y cant u try new invention to fly..i'm not joking.,"
Aditya's,No..its ful of song lyrics..
Aditya's,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
Aditya's,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
Aditya's,Shopping? Eh ger i toking abt syd leh...Haha
Aditya's,What not under standing.
Aditya's,have * good weekend.
Aditya's,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
Aditya's,Call me when you get the chance plz &lt;3
Aditya's,The new deus ex game comin early next yr
Aditya's,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
Aditya's,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
Aditya's,Probably a couple hours tops
Aditya's,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
Aditya's,Man this bus is so so so slow. I think you're gonna get there before me
Aditya's,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
Aditya's,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
Aditya's,Ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
Aditya's,Nvm take ur time.
Aditya's,So wat's da decision?
Aditya's,Wot is u up 2 then bitch?
Aditya's,Stupid.its not possible
Aditya's,She told to hr that he want posting in chennai:)because i'm working here:)
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
Aditya's,When are you guys leaving?
Aditya's,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
Aditya's,Not able to do anything.
Aditya's,Ü takin linear algebra today?
Aditya's,This weekend is fine (an excuse not to do too much decorating)
Aditya's,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
Aditya's,Now project pa. After that only i can come.
spam,Money i have won wining number 946 wot do i do next
Aditya's,"Sure, whenever you show the fuck up &gt;:("
Aditya's,That was random saw my old roomate on campus. He graduated
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
Aditya's,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
Aditya's,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
Aditya's,"Just got part NottingAditya's - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
Aditya's,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
Aditya's,Hi good mornin.. Thanku wish u d same..
Aditya's,DO U WANT 2 MEET UP 2MORRO
Aditya's,Actually I decided I was too hungry so I haven't left yet :V
Aditya's,I've sent ü my part..
Aditya's,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
Aditya's,Understand. his loss is my gain :) so do you work? School?
Aditya's,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
Aditya's,"Hiya, probably coming home * weekend after next"
Aditya's,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
Aditya's,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
Aditya's,Ok both our days. So what are you making for dinner tonite? Am I invited?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
Aditya's,I have no money 4 steve mate! !
Aditya's,IM LATE TELLMISS IM ON MY WAY
Aditya's,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
Aditya's,Normally i use to drink more water daily:)
Aditya's,Dare i ask... Any luck with sorting out the car?
Aditya's,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
Aditya's,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
Aditya's,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
Aditya's,I've been trying to reach him without success
Aditya's,when you and derek done with class?
Aditya's,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
Aditya's,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
Aditya's,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
Aditya's,Hope you are having a good week. Just checking in
Aditya's,"Haha, my friend tyler literally just asked if you could get him a dubsack"
Aditya's,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
Aditya's,Great. Have a safe trip. Dont panic surrender all.
Aditya's,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
Aditya's,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
Aditya's,Try to do something dear. You read something for exams
Aditya's,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
Aditya's,Gettin rdy to ship comp
Aditya's,I am in hospital da. . I will return home in evening
Aditya's,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
Aditya's,Think + da. You wil do.
Aditya's,I'm awake oh. What's up.
Aditya's,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
Aditya's,How much u trying to get?
Aditya's,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
Aditya's,Tell me again what your address is
Aditya's,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
Aditya's,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
Aditya's,But you were together so you should be thinkin about him
Aditya's,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
Aditya's,At WHAT TIME should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
Aditya's,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
Aditya's,Omg how did u know what I ate?
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
Aditya's,:( but your not here....
Aditya's,Not directly behind... Abt 4 rows behind ü...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
Aditya's,No plans yet. What are you doing ?
Aditya's,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
Aditya's,Not course. Only maths one day one chapter with in one month we can finish.
Aditya's,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
Aditya's,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
Aditya's,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
Aditya's,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
Aditya's,Have you not finished work yet or something?
Aditya's,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
Aditya's,Right it wasnt you who phoned it was someone with a number like yours!
Aditya's,It's ok i wun b angry. Msg u aft i come home tonight.
Aditya's,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
Aditya's,Yo sorry was in the shower sup
Aditya's,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
Aditya's,Full heat pa:-) i have applyed oil pa.
Aditya's,I'm stuck in da middle of da row on da right hand side of da lt...
Aditya's,Have you laid your airtel line to rest?
Aditya's,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
Aditya's,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
Aditya's,And I don't plan on staying the night but I prolly won't be back til late
Aditya's,THANX 4 PUTTIN DA FONE DOWN ON ME!!
Aditya's,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
Aditya's,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
Aditya's,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
Aditya's,We live in the next  &lt;#&gt; mins
Aditya's,Y de asking like this.
Aditya's,Just glad to be talking to you.
Aditya's,Wat time ü finish?
Aditya's,Sorry da. I gone mad so many pending works what to do.
Aditya's,How much you got for cleaning
Aditya's,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
Aditya's,Ü called dad oredi...
Aditya's,Good. do you think you could send me some pix? I would love to see your top and bottom...
Aditya's,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
Aditya's,"Sorry, I'll call later In meeting."
Aditya's,THIS IS A LONG FUCKIN SHOWR
Aditya's,"Received, understood n acted upon!"
Aditya's,They finally came to fix the ceiling.
Aditya's,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneAditya's"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
Aditya's,Jus finish blowing my hair. U finish dinner already?
Aditya's,I'm on the bus. Love you
Aditya's,Lol ... I knew that .... I saw him in the dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
Aditya's,Only saturday and sunday holiday so its very difficult:)
Aditya's,Everybody had fun this evening. Miss you.
Aditya's,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
Aditya's,"I'm in a meeting, call me later at"
Aditya's,Oh wow thats gay. Will firmware update help
Aditya's,These won't do. Have to move on to morphine
Aditya's,How come i din c ü... Yup i cut my hair...
Aditya's,K k pa Had your lunch aha.
Aditya's,Oh ho. Is this the first time u use these type of words
Aditya's,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
Aditya's,Of course. I guess god's just got me on hold right now.
Aditya's,Do you hide anythiing or keeping distance from me
Aditya's,Havent.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
Aditya's,Sorry i din lock my keypad.
Aditya's,Did u got that persons story
Aditya's,Are you planning to come chennai?
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
Aditya's,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
Aditya's,We are okay. Going to sleep now. Later
Aditya's,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
Aditya's,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
Aditya's,Where r e meeting tmr?
Aditya's,Lol yes. But it will add some spice to your day.
Aditya's,Hope you are having a great day.
Aditya's,Our Prasanth ettans mother passed away last night. Just pray for her and family.
Aditya's,"K, I'll work something out"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
Aditya's,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
Aditya's,I cant pick the phone right now. Pls send a message
Aditya's,You call him and tell now infront of them. Call him now.
Aditya's,Ok no prob...
Aditya's,Ladies first and genus second k .
Aditya's,No. Yes please. Been swimming?
Aditya's,Mum not going robinson already.
Aditya's,Ok set let u noe e details later...
Aditya's,Not..tel software name..
Aditya's,I send the print  outs da.
Aditya's,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
Aditya's,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
Aditya's,"I didnt get ur full msg..sometext is missing, send it again"
Aditya's,"Probably not, I'm almost out of gas and I get some cash tomorrow"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
Aditya's,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
Aditya's,I'm leaving my house now.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
Aditya's,Ü ready then call me...
Aditya's,Wewa is 130. Iriver 255. All 128 mb.
Aditya's,It is a good thing I'm now getting the connection to bw
Aditya's,Sry da..jst nw only i came to home..
Aditya's,"That's cool he'll be here all night, lemme know when you're around"
Aditya's,Are you staying in town ?
Aditya's,"Haha yeah, 2 oz is kind of a shitload"
Aditya's,Ok u can take me shopping when u get paid =D
Aditya's,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
Aditya's,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
Aditya's,But pls dont play in others life.
Aditya's,Eatin my lunch...
Aditya's,Hmmm.but you should give it on one day..
Aditya's,"Didn't try, g and I decided not to head out"
Aditya's,Ok no prob
Aditya's,Surly ill give it to you:-) while coming to review.
Aditya's,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
Aditya's,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
Aditya's,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
Aditya's,A guy who gets used but is too dumb to realize it.
Aditya's,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
Aditya's,Don no da:)whats you plan?
Aditya's,Yes fine
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
Aditya's,I liked the new mobile
Aditya's,Anytime...
Aditya's,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
Aditya's,Yar but they say got some error.
Aditya's,Hey anyway i have to :-)
Aditya's,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
Aditya's,Wif my family booking tour package.
Aditya's,"Did you say bold, then torch later. Or one torch and 2bold?"
Aditya's,"Haha awesome, I might need to take you up on that, what you doin tonight?"
Aditya's,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
Aditya's,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
Aditya's,Thats cool princess! I will cover your face in hot sticky cum :)
Aditya's,Big brother‘s really scraped the barrel with this shower of social misfits
Aditya's,Oops i thk i dun haf enuff... I go check then tell ü..
Aditya's,S:)8 min to go for lunch:)
Aditya's,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
Aditya's,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
Aditya's,My uncles in Atlanta. Wish you guys a great semester.
Aditya's,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
Aditya's,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
Aditya's,"Yup. Anything lor, if u dun wan it's ok..."
Aditya's,"I'm home, my love ... If your still awake ... *loving kiss*"
Aditya's,HELLO PEACH! MY CAKE TASTS LUSH!
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
Aditya's,"There'll be a minor shindig at my place later tonight, you interested?"
Aditya's,Jason says it's cool if we pick some up from his place in like an hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
Aditya's,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
Aditya's,I've reached already.
Aditya's,I dont know ask to my brother. Nothing problem some thing that. Just i told .
Aditya's,K:)eng rocking in ashes:)
Aditya's,Wat time r ü going to xin's hostel?
Aditya's,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
Aditya's,Oh k:)after that placement there ah?
Aditya's,"Not for possession, especially not first offense"
Aditya's,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
Aditya's,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
Aditya's,We have pizza if u want
Aditya's,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
Aditya's,Many more happy returns of the day. I wish you happy birthday.
Aditya's,Ya very nice. . .be ready on thursday
Aditya's,I am in hospital da. . I will return home in evening
Aditya's,Thinking of u ;) x
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
Aditya's,Orh i tot u say she now still dun believe.
